source_type,number,author,title,year,source_report,primary_batch,secondary_batches,status,structure_verification,source_verification,content_verification,verification_reason,validation_issues,enhanced_reports,master_number,note
book,0293,McKendrick,《The birth of a consumer society the commercialization of eighteenth-,待核定,01-book-report/0293 - McKendrick：《The birth of a consumer society the commercialization of eighteenth-.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0293-Neil-McKendrick-John-Brewer-JH-Plumb-The-Birth-of-a-Consumer-Society-enhanced.md,,
book,0294,"Meggs, Philip B.; Purvis, Alston W.","Meggs' History of Graphic Design, 2016",2016,"01-book-report/0294 - Meggs, Philip B.; Purvis, Alston W.：Meggs' History of Graphic Design, 2016.深度报告.md",Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0294-Philip-Meggs-Alston-Purvis-Meggs-History-of-Graphic-Design-enhanced.md,,
book,0295,"Michael Braungart, William McDonough",Cradle to cradle remaking the way we make things,待核定,"01-book-report/0295 - Michael Braungart, William McDonough：《Cradle to cradle remaking the way we make things》.深度报告.md",Batch 04,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0295-Michael-Braungart-William-McDonough-Cradle-to-Cradle-enhanced.md,,
book,0296,Michael Polanyi,The tacit dimension,待核定,01-book-report/0296 - Michael Polanyi：《The tacit dimension》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0297,Michael Twyman,Lithography,待核定,01-book-report/0297 - Michael Twyman：《Lithography》.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0297-Michael-Twyman-Lithography-enhanced.md,,
book,0298,Michel E. Chevreul,The Principles of Harmony and Contrast of Colors And Their Applications to the Arts,1839,01-book-report/0298 - Michel E. Chevreul：《The Principles of Harmony and Contrast of Colors And Their Applications to the Arts》，1839.深度报告.md,Batch 04,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0298-Michel-E-Chevreul-Principles-of-Harmony-and-Contrast-of-Colors-enhanced.md,,
book,0299,"Mihaly Csikszentmihalyi, Eugene Halton",The Meaning of Things Domestic Symbols and the Self,待核定,"01-book-report/0299 - Mihaly Csikszentmihalyi, Eugene Halton：《The Meaning of Things Domestic Symbols and the Self》.深度报告.md",Batch 04,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0300,Mihaly Csikszentmihalyi,Creativity,待核定,01-book-report/0300 - Mihaly Csikszentmihalyi：《Creativity》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0301,Mike Davis,Late Victorian Holocausts El Nino Famines and the Making of the Third World,待核定,01-book-report/0301 - Mike Davis：《Late Victorian Holocausts El Nino Famines and the Making of the Third World》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0302,"Mildred S. Friedman, Joseph Giovannini",Graphic Design in America A Visual Language History,1989,"01-book-report/0302 - Mildred S. Friedman, Joseph Giovannini：《Graphic Design in America A Visual Language History》，1989.深度报告.md",Batch 05,Batch 02、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0302-Mildred-S-Friedman-Joseph-Giovannini-Graphic-Design-in-America-enhanced.md,,
book,0303,"Miller, Daniel","Material Culture and Mass Consumption, 1987",1987,"01-book-report/0303 - Miller, Daniel：Material Culture and Mass Consumption, 1987.深度报告.md",Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0304,待核定,"MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World",待核定,"01-book-report/0304 - MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0305,"Morris, William (printer); Chaucer, Geoffrey","The Works of Geoffrey Chaucer Now Newly Imprinted, 1896",1896,"01-book-report/0305 - Morris, William (printer); Chaucer, Geoffrey：The Works of Geoffrey Chaucer Now Newly Imprinted, 1896.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0306,"Morris, William","Hopes and Fears for Art, 1882",1882,"01-book-report/0306 - Morris, William：Hopes and Fears for Art, 1882.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0307,Muneyoshi Yanagi,The Unknown Craftsman A Japanese Insight into Beauty,1972,01-book-report/0307 - Muneyoshi Yanagi：《The Unknown Craftsman A Japanese Insight into Beauty》，1972.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0308,"Muthesius, Hermann","The English House, 1979",1979,"01-book-report/0308 - Muthesius, Hermann：The English House, 1979.深度报告.md",Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0309,Müller,Helvetica homage to a typeface,待核定,01-book-report/0309 - Müller：《Helvetica homage to a typeface》.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0309-Lars-Muller-Helvetica-Homage-to-a-Typeface-enhanced.md,,
book,0310,Niedderer,Designing Mindful Interaction The Category of Performative Object,待核定,01-book-report/0310 - Niedderer：《Designing Mindful Interaction The Category of Performative Object》.深度报告.md,Batch 06,Batch 01、Batch 03、Batch 04,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0311,Nielsen,Designing Web usability,待核定,01-book-report/0311 - Nielsen：《Designing Web usability》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0312,Nigel Cross,Design Thinking Understanding How Designers Think and Work,待核定,01-book-report/0312 - Nigel Cross：《Design Thinking Understanding How Designers Think and Work》.深度报告.md,Batch 04,Batch 06、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0313,Nikolaus Pevsner,Pioneers of modern design from William Morris to Walter Gropius,待核定,01-book-report/0313 - Nikolaus Pevsner：《Pioneers of modern design from William Morris to Walter Gropius》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0314,Nikolaus Pevsner,"Studies in Art, Architecture, and Design Victorian and After",待核定,"01-book-report/0314 - Nikolaus Pevsner：《Studies in Art, Architecture, and Design Victorian and After》.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0315,None,"China design now , None",待核定,"01-book-report/0315 - None：《China design now , None》.深度报告.md",Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0315-China-Design-Now-enhanced.md,,
book,0316,Objects of desire,"design and society since 1750 -- Forty, Adrian, 1948- -- New",1948,"01-book-report/0316 - Objects of desire ： design and society since 1750 -- Forty, Adrian, 1948- -- New.深度报告.md",Batch 04,,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0151,,03-enhanced-report/book-enhanced/0151-Adrian-Forty-Objects-of-Desire-Design-and-Society-since-1750-enhanced.md,0151,与0151为同一Adrian Forty《Objects of Desire》语料；0316书名与作者字段倒置并将作者生年1948误作出版年，规范记录采用作者和1986年信息完整的0151。
book,0317,Olins,Corporate identity making business strategy visible through design,待核定,01-book-report/0317 - Olins：《Corporate identity making business strategy visible through design》.深度报告.md,Batch 04,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0317-Wally-Olins-Corporate-Identity-enhanced.md,,
book,0318,Oscar Lovell Triggs,Arts Crafts Movement,待核定,01-book-report/0318 - Oscar Lovell Triggs：《Arts Crafts Movement》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0319,Otl Aicher,The World as Design,1991,01-book-report/0319 - Otl Aicher：《The World as Design》，1991.深度报告.md,Batch 02,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0320,Owen Jones,The Grammar of Ornament,待核定,01-book-report/0320 - Owen Jones：《The Grammar of Ornament》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0321,待核定,Paris—the Capital of the Nineteenth Century,待核定,01-book-report/0321 - Paris—the Capital of the Nineteenth Century.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0322,"Parthasarathi, Prasannan","Why Europe Grew Rich and Asia Did Not：Global Economic Divergence, 1600-1850, 2011",2011,"01-book-report/0322 - Parthasarathi, Prasannan：Why Europe Grew Rich and Asia Did Not：Global Economic Divergence, 1600-1850, 2011.深度报告.md",Batch 07,Batch 04、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0322-Prasannan-Parthasarathi-Why-Europe-Grew-Rich-and-Asia-Did-Not-enhanced.md,,
book,0323,Pat Kirkham,Charles And Ray Eames Designers of the Twentieth Century,待核定,01-book-report/0323 - Pat Kirkham：《Charles And Ray Eames Designers of the Twentieth Century》.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0323-Pat-Kirkham-Charles-and-Ray-Eames-enhanced.md,,
book,0324,"Paul B. Niell, Stacie G. Widdifield","Buen Gusto and Classicism in the Visual Cultures of Latin America, 1780-1910",1910,"01-book-report/0324 - Paul B. Niell, Stacie G. Widdifield：《Buen Gusto and Classicism in the Visual Cultures of Latin America, 1780-1910》.深度报告.md",Batch 07,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0324-Paul-B-Niell-Stacie-G-Widdifield-Buen-Gusto-and-Classicism-enhanced.md,,
book,0325,Paul Greenhalgh (ed.),Modernism in Design,1990,01-book-report/0325 - Paul Greenhalgh (ed.)：《Modernism in Design》，1990.深度报告.md,Batch 02,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0326,Paul Greenhalgh,Art Nouveau 1890-1914,1914,01-book-report/0326 - Paul Greenhalgh：《Art Nouveau 1890-1914》.深度报告.md,Batch 04,Batch 02、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0327,Paul Greenhalgh,"《Ephemeral Vistas The Expositions Universelles, Great Exhibition",待核定,"01-book-report/0327 - Paul Greenhalgh：《Ephemeral Vistas The Expositions Universelles, Great Exhibition.深度报告.md",Batch 07,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0327-Paul-Greenhalgh-Ephemeral-Vistas-enhanced.md,,
book,0328,Paul Klee,Pedagogical Sketchbook,1925,01-book-report/0328 - Paul Klee：《Pedagogical Sketchbook》，1925.深度报告.md,Batch 02,Batch 01、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0329,Paul Klee,The Thinking Eye The Notebooks of Paul Klee,1961,01-book-report/0329 - Paul Klee：《The Thinking Eye The Notebooks of Paul Klee》，Jürg Spiller (ed.)，1961.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0330,Paul Overy,De Stijl,1991,01-book-report/0330 - Paul Overy：《De Stijl》，1991.深度报告.md,Batch 04,Batch 02,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0331,Pearl James,《Picture This World War I Posters and Visual Culture (Studies in War,待核定,01-book-report/0331 - Pearl James：《Picture This World War I Posters and Visual Culture (Studies in War.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0331-Pearl-James-Picture-This-World-War-I-Posters-enhanced.md,,
book,0332,Penny Sparke,A century of design design pioneers of the 20th century,待核定,01-book-report/0332 - Penny Sparke：《A century of design design pioneers of the 20th century》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0333,Penny Sparke,An Introduction to Design and Culture 1900 to the Present,1900,01-book-report/0333 - Penny Sparke：《An Introduction to Design and Culture 1900 to the Present》.深度报告.md,Batch 04,,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0513,,03-enhanced-report/book-enhanced/0333-0386-Penny-Sparke-An-Introduction-to-Design-and-Culture-1900-to-the-Present-enhanced.md；03-enhanced-report/book-enhanced/0333-Penny-Sparke-An-Introduction-to-Design-and-Culture-1900-to-the-Present-enhanced.md,0513,第三版OCR入口；并入0513设计文化著作家族，保留旧报告用于版本核查。
book,0334,Penny Sparke,Italian Design 1870 to the Present,1988,01-book-report/0334 - Penny Sparke：《Italian Design 1870 to the Present》，1988.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0334-Penny-Sparke-Italian-Design-1870-to-the-Present-enhanced.md,,
book,0335,待核定,"Personas, Participatory Design and Product Development An Infrastructure for Engagement",待核定,"01-book-report/0335 - Personas, Participatory Design and Product Development An Infrastructure for Engagement.深度报告.md",Batch 04,Batch 06、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0336,"Peterson, William S.","The Kelmscott Press：A History of William Morris's Typographical Adventure, 1991",1991,"01-book-report/0336 - Peterson, William S.：The Kelmscott Press：A History of William Morris's Typographical Adventure, 1991.深度报告.md",Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0336-William-S-Peterson-The-Kelmscott-Press-enhanced.md,,
book,0337,"Philip Brookman, Paul Greenhalgh (eds.)",Essential Modernism Design Between the World Wars,2007,"01-book-report/0337 - Philip Brookman, Paul Greenhalgh (eds.)：《Essential Modernism Design Between the World Wars》，2007.深度报告.md",Batch 02,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0337-Philip-Brookman-Paul-Greenhalgh-Essential-Modernism-Design-Between-the-World-Wars-enhanced.md,,
book,0338,Philip Steadman,《The Evolution of Designs Biological Analogy in Architecture and,待核定,01-book-report/0338 - Philip Steadman：《The Evolution of Designs Biological Analogy in Architecture and.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0339,"Picton, John; Mack, John","African Textiles Looms, Weaving and Design",待核定,"01-book-report/0339 - Picton, John; Mack, John：《African Textiles Looms, Weaving and Design》.深度报告.md",Batch 06,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0339-John-Picton-John-Mack-African-Textiles-Looms-Weaving-and-Design-enhanced.md,,
book,0340,"Pierre Bourdieu, Richard Nice",Distinction A Social Critique of the Judgement of Taste,待核定,"01-book-report/0340 - Pierre Bourdieu, Richard Nice：《Distinction A Social Critique of the Judgement of Taste》.深度报告.md",Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0340-Pierre-Bourdieu-Richard-Nice-Distinction-enhanced.md,,
book,0341,Pierre Bourdieu,Distinction A Social Critique of the Judgement of Taste,1979,01-book-report/0341 - Pierre Bourdieu：《Distinction A Social Critique of the Judgement of Taste》，1979.深度报告.md,Batch 04,,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0340,,03-enhanced-report/book-enhanced/0340-Pierre-Bourdieu-Richard-Nice-Distinction-enhanced.md,0340,与0340为同一Distinction英语译本语料；0340保留译者Richard Nice信息，0341将法文原版年份1979与英文题名混合。
book,0342,Pioneers Of Modern Design,Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14,待核定,01-book-report/0342 - Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0343,R. Roger Remington,"American modernism graphic design, 1920 to 1960",1960,"01-book-report/0343 - R. Roger Remington：《American modernism graphic design, 1920 to 1960》.深度报告.md",Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0343-R-Roger-Remington-American-Modernism-Graphic-Design-enhanced.md,,
book,0344,"Rachel Charlotte Smith, Ton Otto, Wendy Gunn",Design Anthropology Theory and Practice,待核定,"01-book-report/0344 - Rachel Charlotte Smith, Ton Otto, Wendy Gunn：《Design Anthropology Theory and Practice》.深度报告.md",Batch 03,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0345,"Rachel Davies-Cooper, Mike Press",The Design Agenda,1995,"01-book-report/0345 - Rachel Davies-Cooper, Mike Press：《The Design Agenda》，1995.深度报告.md",Batch 04,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0345-Rachel-Cooper-Mike-Press-The-Design-Agenda-enhanced.md,,
book,0346,"Rama, Angel; Chasteen, John Charles",The lettered city,待核定,"01-book-report/0346 - Rama, Angel; Chasteen, John Charles：《The lettered city》.深度报告.md",Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0347,Ratto,Critical Making Conceptual and Material Studies in Technology and Social Life,待核定,01-book-report/0347 - Ratto：《Critical Making Conceptual and Material Studies in Technology and Social Life》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0348,Rem Koolhaas,Delirious New York a retroactive manifesto for Manhattan,待核定,01-book-report/0348 - Rem Koolhaas：《Delirious New York a retroactive manifesto for Manhattan》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0349,Research,through design and transdiscipl,待核定,01-book-report/0349 - Research：《through design and transdiscipl》.深度报告.md,Batch 03,Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0350,Reyner Banham,A Critic Writes Selected Essays by Reyner Banham (Centennial Books),待核定,01-book-report/0350 - Reyner Banham：《A Critic Writes Selected Essays by Reyner Banham (Centennial Books)》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0351,Reyner Banham,Theory and Design in the First Machine Age,1960,01-book-report/0351 - Reyner Banham：《Theory and Design in the First Machine Age》，1960.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0352,Richard Hollis,Graphic Design A Concise History,待核定,01-book-report/0352 - Richard Hollis：《Graphic Design A Concise History》.深度报告.md,Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0352-Richard-Hollis-Graphic-Design-A-Concise-History-enhanced.md,,
book,0353,Richard Poulin,Graphic Design and Architecture A 20th Century History,2012,01-book-report/0353 - Richard Poulin：《Graphic Design and Architecture A 20th Century History》，2012.深度报告.md,Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0353-Richard-Poulin-Graphic-Design-and-Architecture-enhanced.md,,
book,0354,Richard Stites,Revolutionary Dreams Utopian Vision and Experimental Life in the Russian Revolution,1989,01-book-report/0354 - Richard Stites：《Revolutionary Dreams Utopian Vision and Experimental Life in the Russian Revolution》，1989.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0355,"Richards, Thomas","The Commodity Culture of Victorian England：Advertising and Spectacle, 1851-1914, 1991",1991,"01-book-report/0355 - Richards, Thomas：The Commodity Culture of Victorian England：Advertising and Spectacle, 1851-1914, 1991.深度报告.md",Batch 04,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0355-Thomas-Richards-The-Commodity-Culture-of-Victorian-England-enhanced.md,,
book,0356,Rick Poynor,No More Rules Graphic Design and Postmodernism,待核定,01-book-report/0356 - Rick Poynor：《No More Rules Graphic Design and Postmodernism》.深度报告.md,Batch 05,Batch 02、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0356-Rick-Poynor-No-More-Rules-enhanced.md,,
book,0357,Robert Bringhurst,The Elements of Typographic Style,1992,01-book-report/0357 - Robert Bringhurst：《The Elements of Typographic Style》，1992.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0357-Robert-Bringhurst-The-Elements-of-Typographic-Style-enhanced.md,,
book,0358,Robert H. McKim,Experiences in Visual Thinking,1972,01-book-report/0358 - Robert H. McKim：《Experiences in Visual Thinking》，1972.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0359,Robert Schmutzler,Art Nouveau (1962)，1962,1962,01-book-report/0359 - Robert Schmutzler：《Art Nouveau (1962)，1962》.深度报告.md,Batch 04,Batch 02,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0360,"Robert Venturi, Denise Scott Brown, Steven Izenour",Learning from Las Vegas The Forgotten Symbolism of Architectural Form,1972,"01-book-report/0360 - Robert Venturi, Denise Scott Brown, Steven Izenour：《Learning from Las Vegas The Forgotten Symbolism of Architect_b890c8f9.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0361,Robert Venturi,Complexity and Contradiction in Architecture,待核定,01-book-report/0361 - Robert Venturi：《Complexity and Contradiction in Architecture》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0362,Roger L. Martin,The Design of Business,2009,01-book-report/0362 - Roger L. Martin：《The Design of Business》，2009.深度报告.md,Batch 04,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0362-Roger-L-Martin-The-Design-of-Business-enhanced.md,,
book,0363,Roland Barthes,Mythologies,1957,01-book-report/0363 - Roland Barthes：《Mythologies》，1957.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0364,Roland Marchand,"Advertising and the American dream - Making way for modernity, 1920-1940",1940,"01-book-report/0364 - Roland Marchand：《Advertising and the American dream - Making way for modernity, 1920-1940》.深度报告.md",Batch 04,Batch 05、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0364-Roland-Marchand-Advertising-and-the-American-Dream-enhanced.md,,
book,0365,"Rossi, Aldo","The Architecture of the City, 1966",1966,"01-book-report/0365 - Rossi, Aldo：The Architecture of the City, 1966.深度报告.md",Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0366,"Roy, Tirthankar","The Economic History of India, 1857-1947, 2000",2000,"01-book-report/0366 - Roy, Tirthankar：The Economic History of India, 1857-1947, 2000.深度报告.md",Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0367,Rudolf Arnheim,Art and Visual Perception A Psychology of the Creative Eye,待核定,01-book-report/0367 - Rudolf Arnheim：《Art and Visual Perception A Psychology of the Creative Eye》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0368,Rudolf Arnheim,The Dynamics of Architectural Form Based on the 1975 Mary Duke Biddle Lectures at the Cooper Union,1975,01-book-report/0368 - Rudolf Arnheim：《The Dynamics of Architectural Form Based on the 1975 Mary Duke Biddle Lectures at the Cooper Union》，1975.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0369,Rudolf Arnheim,Visual Thinking,待核定,01-book-report/0369 - Rudolf Arnheim：《Visual Thinking》.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0370,"Ruskin, John",The Seven Lamps of Architecture,待核定,"01-book-report/0370 - Ruskin, John：《The Seven Lamps of Architecture》.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
